"","Q1...Answer....hs.al.sk....Ukrainaa.on.tuettava.sodassa.ja.jälleenrakennuksessa.kustannuksista.huolimatta.","Q2...Answer....hs....Suomen.on.käytettävä.puolustukseen.rahaa.vähintään.Naton.tavoitteen.verran.","Q3...Answer....hs....Peruskoulussa.pitää.rajoittaa.lailla.oppilaiden.määrää.yhtä.opettajaa.kohden..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q4...Answer....hs.al.sk....Suomeen.on.perustettava.huumeiden.käyttöhuoneita.","Q5...Answer....hs....Valtion.on.annettava.suunniteltua.enemmän.rahaa.sosiaali..ja.terveydenhuoltoon..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q6...Answer....hs.al.sk....Nuorisorikollisuutta.on.pyrittävä.kitkemään.ensisijaisesti.muilla.keinoilla.kuin.rangaistuksia.koventamalla.","Q7...Answer....hs.al.sk....Työttömiä.pitää.saada.nykyistä.enemmän.töihin.heikentämällä.ansiosidonnaista.työttömyysturvaa.","Q8...Answer....hs.al.sk....Suomeen.on.houkuteltava.aktiivisemmin.ulkomaisia.työntekijöitä.","Q9...Answer....hs.al.sk....Valtion.velkaantumista.tulee.hillitä..vaikka.se.merkitsisi.leikkauksia.etuuksiin.tai.palveluihin.","Q10...Answer....hs....Palkkojen.verotusta.pitää.alentaa..vaikka.se.johtaisi.palveluiden.leikkauksiin..muun.verotuksen.kiristämiseen.tai.velan.kasvuun.","Q11...Answer....hs....Valtion.pitää.tukea.enemmän.kansalaisia..jotka.kärsivät.energian.hinnan.noususta..vaikka.se.kiihdyttäisi.inflaatiota.tai.heikentäisi.valtion.taloutta.","Q12...Answer....hs.al.sk....Hakkuita.pitää.vähentää.valtion.metsissä.luontokadon.ja.ilmastonmuutoksen.torjumiseksi.","Q13...Answer....hs.al.sk....Suomen.on.lykättävä.hiilineutraaliustavoitettaan.kauemmaksi.vuodesta.2035.","Q14...Answer....hs....Helsingissä.ja.muissa.suurissa.kaupungeissa.on.otettava.käyttöön.ruuhkamaksu.","Q15...Answer....hs.al.sk....Turkistarhaus.on.kiellettävä.Suomessa.","Q16...Answer....hs.al.sk....Jos.on.pakko.valita..on.parempi.korottaa.veroja.kuin.leikata.julkisia.palveluita.ja.sosiaalietuuksia","Q17...Answer....hs.al.sk....Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Q18...Answer....hs....Valtion.pitäisi.puuttua.nykyistä.voimakkaammin.markkinoiden.toimintaan..jotta.talous.olisi.kaikille.reilu..","Q19...Answer....hs.al.sk....Suomessa.on.liian.helppo.elää.sosiaaliturvan.varassa.","Q20...Answer....hs.al.sk....Valtion.ja.kuntien.omistusta.yritystoiminnassa.tulisi.vähentää.","Q21...Answer....hs.al.sk....Suomen.muuttuminen.aiempaa.monikulttuurisemmaksi.ja.monimuotoisemmaksi.on.hyvä.asia.","Q22...Answer....hs.al.sk....Kristilliset.arvot.ovat.hyvä.pohja.poliittiselle.päätöksenteolle.","Q23...Answer....hs....Sukupuolen.moninaisuus.pitäisi.ottaa.huomioon.Suomessa.nykyistä.paremmin.","Q24...Answer....hs.al.sk....Selkeitä.rajoja.ja.kuria.tarvitaan.nykyistä.enemmän.lasten.kasvattamisessa.","Q25...Answer....hs.al.sk....Suomen.pitäisi.vähentää.omia.päästöjään.riippumatta.siitä..mitä.muut.maat.tekevät.","Q26...Answer....hs.al.sk....Poliitikkojen.on.asetettava.Suomen.ja.suomalaisten.etu.kaiken.muun.edelle.","Q27...Answer....hs.al.sk....Ympäristön.etu.tulisi.asettaa.talouskasvun.ja.työpaikkojen.luomisen.edelle..jos.ne.ovat.keskenään.ristiriidassa.","Q28...Answer....hs....Maamme.kaipaa.vahvoja.johtajia..jotka.pystyvät.tekemään.vaikeitakin.päätöksiä.välittämättä.liikaa.muiden.mielipiteistä.","Q29...Answer....hs....Koko.Suomi.tulee.pitää.asutettuna..vaikka.siitä.koituisi.kustannuksia.","Q30...Answer....hs.al.sk....Suomen.kaupungistuminen.on.hyvä.asia."
"1095",3,1,5,1,5,5,1,4,1,1,5,5,3,1,5,5,1,3,1,1,3,1,3,2,5,1,5,1,1,5
"1096",4,5,2,5,4,4,5,4,5,5,1,4,2,1,2,2,5,2,5,3,5,1,4,5,5,4,4,5,1,3
"1097",5,5,4,5,4,3,2,5,4,3,4,2,1,3,1,4,4,2,2,3,2,2,5,4,4,5,4,2,3,3
"1098",4,5,5,1,4,2,4,4,5,5,4,1,5,1,5,2,4,1,4,5,1,4,2,4,1,5,2,4,5,2
"1099",1,1,1,1,1,3,1,1,1,1,1,3,5,3,5,3,1,1,1,1,2,3,3,4,1,5,3,1,3,3
"1100",5,5,4,5,2,5,4,5,5,4,2,5,1,4,5,2,2,2,2,4,5,1,5,2,5,4,5,2,1,4
"1101",4,4,4,1,4,2,5,5,5,4,4,1,4,4,1,2,3,5,4,4,4,4,2,5,2,4,1,3,5,2
"1102",5,4,5,5,4,5,2,5,5,1,4,5,1,5,5,4,4,2,2,4,4,2,5,4,5,2,5,2,5,2
"1103",4,5,2,2,5,2,5,1,5,5,5,1,5,4,1,1,4,2,4,3,1,4,1,4,1,5,2,5,5,3
"1104",5,5,2,4,4,5,4,5,4,5,4,2,3,2,5,1,4,2,4,5,4,1,4,5,4,4,3,4,2,5
"1105",4,5,1,1,1,4,4,5,1,4,4,3,1,1,3,1,3,3,4,5,4,5,3,3,4,2,4,1,4,4
"1106",4,4,4,4,4,5,2,5,4,2,2,5,1,4,5,5,1,2,2,4,5,4,5,2,5,2,5,2,4,4
"1107",3,3,4,2,4,4,4,2,5,2,4,2,4,3,3,4,2,4,4,3,4,5,2,4,2,4,4,4,5,2
"1108",5,4,4,5,2,4,4,5,5,5,4,4,2,2,4,1,5,1,4,5,4,1,4,4,4,5,2,4,1,4
"1109",5,4,4,2,4,4,2,4,2,2,4,4,2,2,4,4,2,2,2,2,4,3,4,2,4,4,3,2,4,4
"1110",4,5,2,4,4,4,4,4,5,4,2,2,3,1,2,2,4,2,3,4,2,4,4,4,5,5,2,5,4,2
"1111",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"1112",4,4,5,3,4,4,3,4,3,3,NA,4,2,1,4,3,3,2,2,3,3,3,3,4,4,4,4,4,2,4
"1113",4,4,4,2,4,2,4,4,4,2,5,2,3,4,2,4,4,2,4,2,4,5,2,5,2,4,4,2,5,2
"1114",5,5,5,4,5,5,1,5,2,2,5,2,2,5,1,4,1,4,3,1,5,1,4,3,2,4,2,2,5,2
"1115",5,4,4,4,4,5,1,5,2,2,4,4,1,2,5,2,1,4,2,2,5,1,5,2,5,4,4,2,4,4
"1116",5,4,4,5,4,5,2,5,2,2,1,5,1,4,5,5,2,1,1,2,5,2,5,1,5,2,5,1,2,5
"1117",4,5,2,1,4,4,2,5,5,4,2,4,1,1,4,2,5,1,4,4,4,4,5,4,5,5,4,2,4,5
"1118",5,2,5,5,5,5,1,4,2,1,4,5,1,4,5,5,1,5,1,4,5,1,5,1,5,4,5,1,5,4
"1119",1,1,1,3,1,5,1,1,1,3,4,5,2,3,4,3,4,2,3,5,3,3,2,2,4,5,5,3,3,3
"1120",5,4,4,4,4,4,3,5,3,4,2,5,1,3,5,4,2,2,2,3,4,3,5,3,5,3,5,2,4,3
"1121",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,1
"1122",5,5,4,5,4,5,4,5,4,4,3,4,1,4,5,2,2,1,4,2,5,3,5,3,5,4,5,4,3,4
"1123",5,5,2,1,2,2,4,2,4,3,2,2,5,1,2,1,4,1,3,4,2,5,1,4,1,5,2,4,5,1
"1124",5,1,5,5,5,5,1,4,1,1,2,5,1,4,5,5,1,4,1,1,5,1,5,2,5,2,5,2,4,4
"1125",5,5,5,3,5,4,4,5,4,3,4,2,4,2,2,2,4,5,5,4,5,2,2,4,2,5,1,5,5,3
"1126",2,5,5,5,5,5,1,5,1,4,4,5,1,2,5,5,1,4,1,3,5,3,5,1,5,4,3,1,3,3
"1127",4,2,5,1,5,2,5,4,4,2,2,4,4,4,2,4,4,4,5,4,4,3,3,4,4,2,4,4,4,2
"1128",4,1,5,5,5,5,1,4,1,2,5,5,1,1,5,5,1,5,1,1,5,1,5,1,5,1,5,1,5,1
"1129",4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,4,2,4,4,4,2,4,4,4,2
"1130",5,4,4,1,5,4,3,4,4,2,3,4,3,2,5,3,2,4,4,3,4,4,3,4,4,4,3,4,4,3
"1131",1,3,5,2,3,4,2,2,3,4,4,4,5,1,5,4,4,4,2,2,1,5,1,4,3,5,3,4,4,1
"1132",2,3,4,1,2,2,1,2,5,4,5,2,5,1,5,3,2,5,1,1,1,5,1,4,1,5,4,5,3,3
"1133",4,2,5,4,4,4,1,5,4,2,2,4,2,2,5,4,1,4,2,2,4,1,5,4,5,4,4,4,4,4
"1134",5,5,4,5,4,4,4,1,5,5,4,1,5,1,5,1,5,1,4,5,1,1,1,4,2,5,1,2,3,3
"1135",5,5,4,4,4,4,4,5,4,2,2,5,1,4,5,4,4,4,4,4,5,1,5,2,5,2,4,2,2,4
"1136",5,4,4,3,5,4,1,4,2,2,4,4,1,2,4,4,2,4,2,2,4,4,4,2,4,4,4,2,4,4
"1137",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,1
"1138",4,5,4,1,5,4,2,3,4,4,4,1,5,1,2,4,4,5,3,2,1,5,2,4,1,5,2,5,5,1
"1139",5,5,2,3,2,4,4,5,5,4,2,4,1,2,4,2,4,2,4,4,4,3,5,4,4,4,3,4,3,3
"1140",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,3,1,5,5,5,5,5,5,1
"1141",5,5,5,5,5,5,1,4,2,4,2,5,1,1,3,4,1,4,1,1,5,2,5,2,5,5,4,3,1,5
"1142",4,5,5,2,4,4,4,5,4,2,2,2,4,2,1,4,4,2,5,2,4,2,4,5,4,4,3,4,5,1
"1143",1,1,2,3,4,4,2,1,1,4,5,2,5,1,5,1,2,5,5,1,1,5,3,4,1,5,1,2,5,1
"1144",5,4,2,5,4,5,4,4,5,5,1,4,2,4,2,1,5,1,2,5,3,3,4,2,4,5,2,4,1,4
"1145",4,3,5,1,5,3,3,4,3,2,4,2,4,2,2,4,4,4,3,3,4,5,2,4,3,4,4,3,5,2
"1146",4,5,4,2,2,2,4,5,5,5,2,1,4,2,1,1,4,1,4,5,4,4,2,4,2,5,2,4,4,4
"1147",1,5,5,1,3,1,1,1,5,3,1,1,5,1,1,3,5,3,5,3,1,5,1,5,1,5,3,5,3,3
"1148",5,4,4,3,5,5,2,5,2,1,2,5,1,5,5,4,4,4,1,4,5,1,5,2,5,1,5,2,3,3
"1149",1,1,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,5,1,1,1,5,1,5,1,5,5,5,5,1
"1150",3,5,4,4,4,3,2,4,5,5,2,1,5,1,4,1,5,3,4,1,1,5,1,5,2,5,1,3,5,2
"1151",1,5,5,1,5,5,1,1,5,5,1,1,5,1,5,1,5,1,5,1,1,5,5,5,1,5,5,5,5,1
"1152",5,5,2,4,2,4,4,4,5,4,2,3,2,2,3,2,4,2,2,2,4,4,3,4,4,4,2,2,2,4
"1153",3,4,4,5,5,5,2,4,3,2,4,4,2,2,3,4,1,3,2,2,5,3,3,4,5,4,4,1,5,3
"1154",5,5,4,2,4,3,3,4,5,3,3,2,2,2,2,2,4,2,3,4,3,4,3,4,4,4,3,5,5,2
"1155",5,4,5,4,5,5,1,5,1,1,5,5,1,4,5,5,1,5,1,1,5,1,5,2,5,1,5,1,5,1
"1156",5,5,4,1,2,1,4,4,4,2,2,1,5,2,2,2,4,4,5,2,2,4,1,5,1,5,1,4,4,4
"1157",5,4,3,4,4,4,1,4,4,2,4,3,2,4,4,4,2,4,2,1,4,3,4,3,5,2,4,4,2,4
"1158",4,4,2,1,4,4,2,2,2,4,4,3,4,1,2,2,4,2,2,2,2,5,1,4,4,5,4,4,4,2
"1159",4,4,4,4,5,5,1,4,2,2,4,4,1,3,4,5,1,4,1,2,5,3,4,2,5,3,4,3,4,2
"1160",5,5,3,1,4,2,4,2,4,4,4,1,5,1,4,2,4,2,4,3,1,4,1,4,2,5,2,4,4,2
"1161",1,1,1,1,1,5,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,5,1,5,1,5,3,5,5,5
"1162",5,4,5,3,5,4,1,4,2,1,5,4,NA,2,5,4,2,4,2,2,4,3,4,2,NA,3,4,1,4,NA
"1163",4,5,4,2,4,5,4,5,5,2,4,2,1,4,2,2,2,2,4,4,4,4,4,2,4,4,4,4,5,2
"1164",5,5,5,3,5,5,2,5,5,5,5,2,2,1,1,3,5,2,5,5,5,5,1,5,4,5,5,1,5,2
"1165",1,3,4,1,5,2,4,1,3,4,3,2,5,1,5,2,2,3,5,4,1,3,1,4,2,5,1,3,4,1
"1166",1,1,4,1,5,3,2,3,4,3,4,2,5,1,4,3,4,5,4,1,2,5,1,5,2,5,3,5,5,2
"1167",5,4,5,5,5,5,1,4,1,2,4,5,1,5,5,5,2,4,1,1,3,3,3,2,5,4,5,1,5,2
"1168",4,5,4,1,4,2,4,2,5,3,4,2,5,1,3,1,3,2,5,4,1,4,1,5,2,5,2,4,5,2
"1169",4,5,4,1,4,4,3,4,4,4,4,2,3,2,2,2,3,2,2,2,4,5,1,3,2,4,2,2,4,2
"1170",4,5,4,2,4,4,3,2,5,4,4,3,2,4,2,4,4,2,4,3,4,4,2,5,4,4,3,5,4,4
"1171",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"1172",4,5,4,1,4,2,2,2,4,2,4,1,5,1,3,2,4,2,4,4,1,4,1,4,4,5,2,4,5,2
"1173",4,2,4,5,5,5,1,5,1,2,5,5,1,4,5,4,1,5,2,2,5,1,5,2,5,1,4,2,4,3
"1174",5,5,4,1,5,4,4,5,2,2,3,2,2,1,5,4,4,2,2,2,5,4,5,3,4,4,4,4,5,2
"1175",4,5,3,5,5,5,1,5,3,2,2,4,1,1,4,4,4,2,2,2,4,4,4,3,5,2,4,3,2,4
"1176",4,5,5,1,5,5,3,5,4,2,2,4,4,3,2,4,4,1,4,5,5,5,1,5,2,3,3,5,5,3
"1177",1,1,3,1,3,1,1,1,5,1,5,1,5,1,1,1,5,1,3,1,1,5,1,4,1,5,3,3,4,2
"1178",5,5,4,5,5,4,5,5,5,5,1,4,2,2,5,1,5,2,2,5,4,1,5,5,5,5,4,4,1,5
"1179",5,4,4,4,4,5,1,4,2,2,4,2,5,1,5,3,2,2,1,2,5,3,5,4,5,2,3,3,4,3
"1180",4,5,4,1,4,2,1,1,5,4,2,1,5,1,4,1,2,2,5,4,1,5,1,5,1,5,2,5,4,2
"1181",4,4,5,5,4,5,3,4,2,4,4,5,1,4,5,5,1,3,1,2,5,1,5,1,5,2,5,1,2,5
"1182",4,4,4,3,4,3,3,4,4,3,3,2,3,4,2,4,3,4,3,3,3,3,3,4,2,4,3,4,4,2
"1183",5,5,1,5,1,5,5,5,5,5,2,4,3,2,5,1,5,1,4,5,5,1,4,2,5,4,2,3,2,4
"1184",5,4,5,4,5,5,2,5,4,2,4,4,1,4,5,4,2,4,4,4,5,4,4,4,5,2,2,4,4,4
"1185",5,4,5,5,5,5,1,5,1,2,4,5,1,5,5,5,2,4,1,2,5,2,5,2,5,2,4,3,4,3
"1186",3,4,NA,2,4,4,3,3,3,3,4,3,5,1,2,3,3,5,3,2,3,3,3,4,1,5,3,NA,4,3
"1187",4,4,2,1,4,4,4,5,4,1,2,1,2,3,1,3,4,4,3,4,4,4,2,5,4,4,3,4,4,3
"1188",5,5,4,4,4,5,1,4,4,4,4,4,1,4,5,4,1,4,2,2,4,3,5,2,4,4,4,2,5,4
"1189",5,3,5,5,5,5,1,4,1,1,5,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,3,4
"1190",4,5,4,2,4,4,4,4,4,4,4,2,4,1,4,2,4,2,4,4,4,4,3,4,2,4,2,4,2,4
"1191",5,4,4,1,4,2,5,2,5,5,4,4,4,1,2,1,4,1,5,5,1,4,1,5,4,5,3,4,4,4
"1192",4,5,4,4,4,5,4,5,4,4,4,2,1,4,3,4,4,2,2,2,4,4,4,4,5,4,4,4,5,2
"1193",4,4,4,2,4,2,5,4,5,4,4,2,5,2,4,2,4,2,5,3,2,3,2,5,2,5,2,4,3,4
"1194",5,3,2,2,3,2,3,1,3,4,3,1,5,1,1,2,3,2,4,3,1,4,1,4,1,5,2,5,5,3
"1195",4,5,2,1,2,4,4,4,5,2,2,2,1,1,1,1,5,2,4,3,2,5,1,4,1,5,4,1,5,1
"1196",2,1,5,1,5,5,1,1,1,5,2,1,5,1,3,5,3,3,5,3,1,4,1,4,1,5,4,5,4,1
"1197",5,4,5,5,5,5,1,4,1,2,4,5,1,2,5,5,1,5,1,1,5,1,5,4,5,1,5,1,4,4
"1198",4,1,5,4,5,5,1,3,2,2,4,5,1,5,5,5,1,5,1,1,5,2,5,1,5,2,4,1,5,2
"1199",4,5,4,2,4,2,2,2,2,2,2,2,4,1,1,4,4,4,2,4,2,4,2,4,4,5,2,2,4,2
"1200",4,5,2,2,5,2,4,2,4,2,2,2,4,3,4,2,4,2,5,3,2,2,2,4,1,5,2,4,4,2
"1201",5,5,5,5,5,5,1,5,5,1,5,5,1,4,5,4,1,5,1,2,5,1,5,3,5,1,4,2,5,5
"1202",5,5,5,2,2,5,1,2,4,2,1,2,5,3,1,5,1,2,1,2,4,1,1,5,1,4,1,5,4,2
"1203",5,5,4,4,3,4,3,4,5,3,2,2,1,3,4,3,3,2,3,4,4,3,4,5,4,4,3,2,5,2
"1204",5,5,2,5,4,4,4,5,4,4,4,4,1,1,5,2,4,2,4,4,5,2,5,4,5,4,4,4,1,5
"1205",1,1,5,1,5,1,1,1,1,5,5,1,5,1,3,5,1,5,3,3,1,5,1,5,1,5,1,1,5,1
"1206",5,4,4,4,4,4,5,5,5,4,2,5,1,2,5,1,5,1,5,4,5,1,4,4,5,4,5,5,2,5
"1207",3,4,2,1,4,4,4,4,4,2,4,2,4,2,2,2,4,3,4,2,2,4,2,4,2,5,3,4,5,2
"1208",4,5,2,2,4,4,4,3,4,4,4,2,2,4,3,4,2,2,4,3,2,5,1,4,4,2,3,5,4,3
"1209",4,5,4,2,4,4,1,4,4,2,4,4,3,2,2,4,1,2,1,2,3,2,3,4,4,4,3,2,4,3
"1210",5,5,4,2,2,4,4,5,5,5,2,4,1,2,2,1,4,1,4,5,4,4,5,4,5,4,4,5,2,3
"1211",4,4,5,2,5,4,2,4,5,2,2,4,2,2,5,4,1,5,2,1,4,5,3,4,4,2,4,2,4,2
"1212",5,5,4,2,2,4,4,4,4,4,4,2,4,4,2,2,4,1,4,4,4,4,2,5,4,4,4,4,4,3
"1213",5,4,5,2,5,5,1,5,2,2,4,5,1,4,5,5,1,4,1,2,5,3,5,2,5,2,5,1,4,4
"1214",4,2,4,3,4,2,2,1,4,4,4,5,4,1,3,4,1,4,2,5,3,3,3,5,3,5,2,1,3,1
"1215",5,5,2,2,2,4,4,5,4,2,2,4,2,3,5,2,2,2,4,2,4,1,4,4,5,4,4,4,1,5
"1216",5,5,2,2,2,2,3,4,4,2,4,1,4,1,1,2,3,1,3,2,4,5,3,4,2,4,2,4,5,2
"1217",3,4,3,1,3,5,3,3,4,3,4,2,4,1,1,3,1,4,2,2,3,5,3,4,4,5,3,5,5,3
"1218",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,1
"1219",5,5,4,5,4,5,2,5,4,4,4,5,1,4,5,2,1,2,2,3,5,2,5,2,5,1,4,2,2,5
"1220",1,3,5,3,5,4,2,2,4,4,2,2,5,1,3,1,4,1,4,2,2,4,2,5,2,5,2,5,4,1
"1221",5,4,4,5,4,4,1,4,2,5,3,5,1,4,5,2,1,1,1,5,4,1,5,4,5,4,4,3,4,2
"1222",4,4,4,4,4,4,2,4,2,2,4,4,2,4,5,4,2,4,1,2,4,2,4,2,4,2,3,2,4,3
"1223",4,5,5,5,4,5,4,5,4,2,4,5,1,5,4,4,4,4,2,2,5,1,5,4,5,2,5,1,3,4
"1224",4,5,2,2,4,4,4,5,5,5,4,2,2,2,2,3,2,4,3,4,4,4,4,2,4,4,4,2,4,5
"1225",5,5,3,5,4,5,1,4,2,2,3,5,1,2,5,4,1,2,2,2,5,3,5,3,5,3,2,2,3,4
"1226",1,4,4,1,4,2,4,1,5,5,4,2,5,1,2,1,4,2,4,2,1,4,1,5,1,5,2,4,5,2
"1227",4,4,4,1,5,2,5,1,4,4,2,1,5,3,2,2,4,2,5,5,1,5,1,4,1,5,2,5,5,1
"1228",4,4,5,2,5,4,1,4,1,1,5,4,2,4,4,5,1,5,1,1,5,2,4,2,2,4,4,1,5,2
"1229",5,4,5,5,5,5,1,5,2,2,4,5,1,3,5,5,1,5,1,2,5,1,5,2,5,4,5,4,5,1
"1230",4,3,4,5,5,5,1,3,2,2,4,5,1,4,5,4,3,2,1,2,4,4,5,2,5,2,5,1,3,4
"1231",5,5,2,2,4,5,5,5,5,5,4,2,2,1,3,1,4,1,5,4,4,4,3,4,4,5,2,4,2,4
"1232",5,5,4,3,4,2,4,4,4,4,4,2,2,2,2,2,4,2,4,2,4,4,4,4,2,4,2,4,4,2
"1233",2,4,4,3,4,4,2,4,4,3,4,3,4,1,4,4,4,2,4,2,4,3,4,4,2,4,2,2,2,4
"1234",3,5,3,2,3,4,3,4,4,3,2,3,3,3,3,4,4,2,2,2,4,4,4,4,3,5,2,2,5,3
"1235",5,4,5,5,4,5,2,5,2,4,4,5,1,2,2,4,2,4,2,2,4,2,5,2,5,4,4,2,4,5
"1236",5,5,2,2,4,4,5,5,5,2,4,4,2,1,2,2,4,4,4,2,4,4,2,4,4,5,2,5,5,2
"1237",5,5,5,5,5,1,1,1,5,4,5,1,5,1,2,1,4,5,5,4,1,5,1,5,1,5,1,5,5,1
"1238",1,1,5,1,1,1,4,1,5,5,5,1,5,1,2,1,5,5,4,4,1,4,1,5,1,5,1,4,4,1
"1239",4,4,2,1,5,5,5,5,5,5,2,1,2,1,1,1,5,4,4,2,5,3,1,4,1,2,4,5,2,1
"1240",1,1,3,1,4,3,3,1,3,4,4,1,5,1,2,3,4,3,4,2,1,4,1,5,1,5,1,4,5,1
"1241",1,1,1,5,5,5,1,1,1,4,2,1,5,1,1,1,1,1,1,2,1,1,1,4,1,5,1,5,4,2
"1242",5,4,2,4,2,2,4,4,4,2,2,2,2,1,3,4,3,2,4,4,4,4,4,4,4,4,2,4,5,1
"1243",4,4,4,4,4,5,2,5,2,2,2,5,1,4,5,4,2,2,2,4,4,2,5,4,5,2,5,2,2,4
"1244",4,5,4,5,3,5,3,4,3,3,3,5,1,4,5,4,2,3,2,3,5,3,5,3,5,2,5,1,2,4
"1245",5,5,4,5,2,5,4,5,5,5,2,5,1,4,5,1,4,1,4,5,5,2,5,5,5,4,5,5,1,4
"1246",5,5,4,5,4,5,4,5,4,4,1,5,1,5,5,2,4,2,4,4,5,2,4,4,5,3,4,4,1,4
"1247",5,4,1,5,4,5,5,5,5,5,1,5,2,2,5,1,5,1,4,5,5,1,5,1,5,4,5,2,1,5
"1248",5,4,5,4,3,4,2,5,4,2,3,5,1,4,5,4,4,3,1,2,5,3,5,3,5,2,5,3,2,3
"1249",5,5,2,2,2,4,5,5,5,5,2,2,4,2,2,1,5,1,4,5,3,5,1,4,4,5,2,4,4,3
"1250",5,5,2,5,2,5,4,5,5,1,4,2,1,4,2,2,4,1,4,2,4,4,4,4,5,5,4,4,5,2
"1251",5,5,4,4,2,2,5,5,5,5,2,2,2,5,5,2,5,1,5,5,4,2,4,4,4,5,2,4,1,5
"1252",4,4,4,4,5,5,2,4,4,2,5,4,4,1,4,2,4,4,5,2,4,4,5,5,4,4,2,5,4,4
"1253",5,5,4,1,5,1,1,1,5,5,5,1,5,1,5,1,5,1,5,2,1,1,1,5,1,5,2,5,5,1
"1254",5,5,5,5,4,4,1,5,4,1,4,4,1,1,5,4,4,4,1,4,4,3,5,4,5,2,4,2,4,3
"1255",5,5,3,4,4,4,4,5,5,3,1,4,1,2,4,1,4,2,2,4,5,4,5,2,5,4,4,2,4,4
"1256",5,5,4,5,4,4,5,5,5,4,4,4,1,1,5,1,5,1,5,5,4,4,5,4,5,5,5,5,5,4
"1257",4,5,2,1,4,2,2,2,5,4,4,1,5,1,5,1,4,2,4,2,1,4,1,4,1,5,3,4,4,2
"1258",5,5,4,5,4,4,4,3,5,1,2,5,4,1,5,2,2,2,4,2,2,4,1,4,3,4,5,1,4,3
"1259",5,5,5,1,4,4,4,5,4,3,4,3,5,1,2,2,4,3,4,3,2,5,1,4,4,4,4,2,5,1
"1260",4,5,4,1,4,4,3,4,4,3,4,1,5,1,2,2,3,3,4,4,2,3,3,5,2,5,2,4,4,2
"1261",5,5,5,1,4,2,4,3,5,5,5,1,5,1,5,1,5,1,5,5,1,5,1,5,1,5,2,5,4,2
"1262",4,3,5,4,5,4,2,3,2,2,2,5,1,4,5,5,2,4,2,2,4,1,4,3,5,1,5,1,2,3
"1263",4,5,4,1,4,2,2,4,4,4,4,2,5,1,2,2,4,4,4,2,2,2,3,4,2,5,1,5,5,2
"1264",5,4,4,2,4,3,4,5,4,2,4,2,4,3,2,2,4,2,4,2,4,4,3,4,4,4,2,2,5,3
"1265",5,5,5,4,4,4,4,5,5,2,5,2,2,2,4,2,2,5,4,4,4,4,2,5,5,5,4,4,5,1
"1266",5,4,4,2,4,5,5,4,5,5,2,2,4,1,3,2,5,4,4,5,5,4,4,4,4,4,4,4,2,4
"1267",4,5,5,5,5,5,3,5,2,3,2,4,2,3,2,3,4,3,3,2,4,5,1,4,4,4,4,4,2,4
"1268",4,4,5,5,5,4,1,4,2,1,4,5,1,5,5,5,2,2,1,2,5,3,5,2,5,2,5,2,4,4
"1269",5,5,2,3,3,2,2,4,4,4,4,2,5,2,3,1,4,2,4,4,2,4,1,4,4,4,2,4,5,2
"1270",5,4,4,2,4,4,2,4,4,2,2,3,3,2,2,2,4,2,3,2,2,4,2,4,4,4,4,4,5,4
"1271",4,5,5,1,5,4,5,5,5,2,2,3,5,3,2,1,4,1,4,4,2,4,4,5,4,5,3,5,4,3
"1272",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,1
"1273",5,4,5,5,4,5,2,5,3,4,2,5,1,5,5,5,2,3,1,4,5,2,5,1,5,2,5,1,2,4
"1274",4,5,5,4,3,4,2,5,5,3,3,5,1,2,5,4,4,3,1,2,4,3,3,3,5,4,5,1,4,4
"1275",5,5,2,5,2,4,4,5,5,1,2,2,1,4,5,2,4,1,4,2,4,3,5,4,5,4,4,3,5,4
"1276",5,5,1,5,5,5,5,5,5,5,1,5,1,3,5,1,5,1,1,5,5,1,5,1,5,1,5,1,1,5
"1277",1,1,5,2,2,4,2,2,4,4,4,2,5,1,1,2,2,2,2,2,1,5,1,5,2,5,4,5,5,2
"1278",5,3,5,5,5,5,1,5,4,1,3,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,3,3
"1279",1,1,4,1,2,4,5,1,4,5,1,1,5,1,4,1,5,1,5,4,1,5,1,5,1,5,1,5,5,1
